Jan 15 1998      8:20:13 pm     Elt: 000009 Seconds.  Real Time: 000010
ID: No spectrum identifier defined
Memory Size: 16384 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,        2, 000
  14,        3, 000
  15,       10, 000
  16,        2, 000
  17,        6, 000
  18,        8, 000
  19,        7, 000
  20,        6, 000
  21,       10, 000
  22,       11, 000
  23,        3, 000
  24,        6, 000
  25,        4, 000
  26,        5, 000
  27,        7, 000
  28,        8, 000
  29,        9, 000
  30,        6, 000
  31,        4, 000
  32,        5, 000
  33,        5, 000
  34,        8, 000
  35,        3, 000
  36,        1, 000
  37,        2, 000
  38,       12, 000
  39,        3, 000
  40,        4, 000
  41,        9, 000
  42,        5, 000
  43,        9, 000
  44,       14, 000
  45,        6, 000
  46,       11, 000
  47,        7, 000
  48,        4, 000
  49,        8, 000
  50,        4, 000
  51,        8, 000
  52,        6, 000
  53,        5, 000
  54,        8, 000
  55,       11, 000
  56,        3, 000
  57,        8, 000
  58,        6, 000
  59,        5, 000
  60,        9, 000
  61,        4, 000
  62,        4, 000
  63,        6, 000
  64,       10, 000
  65,        5, 000
  66,        4, 000
  67,        4, 000
  68,        9, 000
  69,        9, 000
  70,        6, 000
  71,        9, 000
  72,        6, 000
  73,        7, 000
  74,        4, 000
  75,        6, 000
  76,        3, 000
  77,        5, 000
  78,        4, 000
  79,        7, 000
  80,        5, 000
  81,        3, 000
  82,        8, 000
  83,        5, 000
  84,        5, 000
  85,        7, 000
  86,        9, 000
  87,        2, 000
  88,        7, 000
  89,       10, 000
  90,        5, 000
  91,       13, 000
  92,        5, 000
  93,       13, 000
  94,        7, 000
  95,        7, 000
  96,        8, 000
  97,       13, 000
  98,        8, 000
  99,        6, 000
 100,        2, 000
 101,        5, 000
 102,        5, 000
 103,        5, 000
 104,        6, 000
 105,       10, 000
 106,        9, 000
 107,        6, 000
 108,       12, 000
 109,        7, 000
 110,        9, 000
 111,        8, 000
 112,       13, 000
 113,        9, 000
 114,        8, 000
 115,       12, 000
 116,       13, 000
 117,        4, 000
 118,        9, 000
 119,        7, 000
 120,       13, 000
 121,        7, 000
 122,       11, 000
 123,        8, 000
 124,        7, 000
 125,        8, 000
 126,       11, 000
 127,        9, 000
 128,       12, 000
 129,        5, 000
 130,        5, 000
 131,       18, 000
 132,       12, 000
 133,        8, 000
 134,        8, 000
 135,        9, 000
 136,        5, 000
 137,       12, 000
 138,       13, 000
 139,        5, 000
 140,       11, 000
 141,       11, 000
 142,        9, 000
 143,        6, 000
 144,        9, 000
 145,        8, 000
 146,        8, 000
 147,        7, 000
 148,        7, 000
 149,        7, 000
 150,        8, 000
 151,        2, 000
 152,        8, 000
 153,        6, 000
 154,        6, 000
 155,        8, 000
 156,        7, 000
 157,        8, 000
 158,        8, 000
 159,        3, 000
 160,        7, 000
 161,        8, 000
 162,        6, 000
 163,        8, 000
 164,        3, 000
 165,        7, 000
 166,        9, 000
 167,        7, 000
 168,        4, 000
 169,        8, 000
 170,        5, 000
 171,        9, 000
 172,        8, 000
 173,        4, 000
 174,        6, 000
 175,        6, 000
 176,        7, 000
 177,        5, 000
 178,        9, 000
 179,        8, 000
 180,        7, 000
 181,        5, 000
 182,        7, 000
 183,        6, 000
 184,       11, 000
 185,        8, 000
 186,        7, 000
 187,        5, 000
 188,       12, 000
 189,       10, 000
 190,        5, 000
 191,        7, 000
 192,        9, 000
 193,        9, 000
 194,       11, 000
 195,       10, 000
 196,        3, 000
 197,        6, 000
 198,       10, 000
 199,       10, 000
 200,        6, 000
 201,        8, 000
 202,        3, 000
 203,        8, 000
 204,        9, 000
 205,        5, 000
 206,       12, 000
 207,       11, 000
 208,        6, 000
 209,        8, 000
 210,       10, 000
 211,        2, 000
 212,       13, 000
 213,        8, 000
 214,        7, 000
 215,        7, 000
 216,        9, 000
 217,        4, 000
 218,       10, 000
 219,       13, 000
 220,        9, 000
 221,        4, 000
 222,       10, 000
 223,        3, 000
 224,        9, 000
 225,        8, 000
 226,        5, 000
 227,        8, 000
 228,        7, 000
 229,        8, 000
 230,       13, 000
 231,        6, 000
 232,        7, 000
 233,        5, 000
 234,        4, 000
 235,        4, 000
 236,       12, 000
 237,        3, 000
 238,       12, 000
 239,        6, 000
 240,       12, 000
 241,        5, 000
 242,        9, 000
 243,        6, 000
 244,       15, 000
 245,        4, 000
 246,        8, 000
 247,        6, 000
 248,        9, 000
 249,        8, 000
 250,        5, 000
 251,        8, 000
 252,        6, 000
 253,       12, 000
 254,        6, 000
 255,        8, 000
 256,        6, 000
 257,        9, 000
 258,       12, 000
 259,        7, 000
 260,        8, 000
 261,        4, 000
 262,        7, 000
 263,        6, 000
 264,       13, 000
 265,       12, 000
 266,        8, 000
 267,        8, 000
 268,        8, 000
 269,       15, 000
 270,        6, 000
 271,        4, 000
 272,        5, 000
 273,       11, 000
 274,        5, 000
 275,       10, 000
 276,       14, 000
 277,        9, 000
 278,       10, 000
 279,        9, 000
 280,        9, 000
 281,        8, 000
 282,        8, 000
 283,       15, 000
 284,        9, 000
 285,       15, 000
 286,        8, 000
 287,       14, 000
 288,        8, 000
 289,        9, 000
 290,       12, 000
 291,        9, 000
 292,       12, 000
 293,       11, 000
 294,       10, 000
 295,        9, 000
 296,       10, 000
 297,       13, 000
 298,       12, 000
 299,        7, 000
 300,        9, 000
 301,        5, 000
 302,       10, 000
 303,        7, 000
 304,       11, 000
 305,        4, 000
 306,        5, 000
 307,       11, 000
 308,       10, 000
 309,        5, 000
 310,        8, 000
 311,        4, 000
 312,       16, 000
 313,        8, 000
 314,        3, 000
 315,       13, 000
 316,        6, 000
 317,       11, 000
 318,        6, 000
 319,        8, 000
 320,       10, 000
 321,        7, 000
 322,       10, 000
 323,        7, 000
 324,       13, 000
 325,        7, 000
 326,       14, 000
 327,        4, 000
 328,       11, 000
 329,        9, 000
 330,        7, 000
 331,        7, 000
 332,       10, 000
 333,       13, 000
 334,        7, 000
 335,        6, 000
 336,        6, 000
 337,        7, 000
 338,        8, 000
 339,        6, 000
 340,        6, 000
 341,        4, 000
 342,        6, 000
 343,        9, 000
 344,        3, 000
 345,        9, 000
 346,        7, 000
 347,       12, 000
 348,       12, 000
 349,        6, 000
 350,        6, 000
 351,        6, 000
 352,        8, 000
 353,       10, 000
 354,       11, 000
 355,        9, 000
 356,        9, 000
 357,        6, 000
 358,        5, 000
 359,        1, 000
 360,        8, 000
 361,        4, 000
 362,       12, 000
 363,        4, 000
 364,        7, 000
 365,        6, 000
 366,        9, 000
 367,        7, 000
 368,        8, 000
 369,        7, 000
 370,       10, 000
 371,        9, 000
 372,        5, 000
 373,       10, 000
 374,        8, 000
 375,        7, 000
 376,        8, 000
 377,        8, 000
 378,        5, 000
 379,        9, 000
 380,       10, 000
 381,        8, 000
 382,       12, 000
 383,        7, 000
 384,        7, 000
 385,        7, 000
 386,        8, 000
 387,       12, 000
 388,        7, 000
 389,        7, 000
 390,        6, 000
 391,        4, 000
 392,       10, 000
 393,        3, 000
 394,        6, 000
 395,        9, 000
 396,       10, 000
 397,        5, 000
 398,       14, 000
 399,        4, 000
 400,        7, 000
 401,       12, 000
 402,        7, 000
 403,        5, 000
 404,        9, 000
 405,       11, 000
 406,        4, 000
 407,        4, 000
 408,        7, 000
 409,        6, 000
 410,        8, 000
 411,        9, 000
 412,        7, 000
 413,        2, 000
 414,        6, 000
 415,        7, 000
 416,        3, 000
 417,        8, 000
 418,        9, 000
 419,        7, 000
 420,        6, 000
 421,       10, 000
 422,        9, 000
 423,       10, 000
 424,        8, 000
 425,       11, 000
 426,        8, 000
 427,        9, 000
 428,        6, 000
 429,        6, 000
 430,        9, 000
 431,        3, 000
 432,       12, 000
 433,        2, 000
 434,        9, 000
 435,        4, 000
 436,        7, 000
 437,        6, 000
 438,        6, 000
 439,        5, 000
 440,        5, 000
 441,        9, 000
 442,        1, 000
 443,       11, 000
 444,        3, 000
 445,       12, 000
 446,        8, 000
 447,        9, 000
 448,        5, 000
 449,       10, 000
 450,        6, 000
 451,        5, 000
 452,       12, 000
 453,        8, 000
 454,        6, 000
 455,        7, 000
 456,        6, 000
 457,        7, 000
 458,        6, 000
 459,        9, 000
 460,        6, 000
 461,        7, 000
 462,        3, 000
