  54,      295
  56,      277
  58,      262
  60,      238
  62,      287
  64,      259
  66,      258
  68,      260
  70,      217
  72,      241
  74,      218
  76,      196
  78,      196
  80,      186
  82,      171
  84,      169
  86,      143
  88,      121
  90,      116
  92,      101
  94,       72
  96,       75
  98,       47
 100,       49
 102,       41
 104,       35
 106,       25
 108,       20
