0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	26	0	5.0990195136
14	49	0	7
15	48	0	6.9282032303
16	27	0	5.1961524227
17	31	0	5.5677643628
18	25	0	5
19	28	0	5.2915026221
20	30	0	5.4772255751
21	21	0	4.582575695
22	19	0	4.3588989435
23	18	0	4.2426406871
24	29	0	5.3851648071
25	22	0	4.6904157598
26	16	0	4
27	23	0	4.7958315233
28	23	0	4.7958315233
29	28	0	5.2915026221
30	21	0	4.582575695
31	25	0	5
32	29	0	5.3851648071
33	23	0	4.7958315233
34	33	0	5.7445626465
35	26	0	5.0990195136
36	29	0	5.3851648071
37	29	0	5.3851648071
38	22	0	4.6904157598
39	23	0	4.7958315233
40	29	0	5.3851648071
41	25	0	5
42	25	0	5
43	28	0	5.2915026221
44	27	0	5.1961524227
45	24	0	4.8989794856
46	29	0	5.3851648071
47	27	0	5.1961524227
48	31	0	5.5677643628
49	34	0	5.8309518948
50	27	0	5.1961524227
51	26	0	5.0990195136
52	24	0	4.8989794856
53	45	0	6.7082039325
54	40	0	6.3245553203
55	34	0	5.8309518948
56	43	0	6.5574385243
57	27	0	5.1961524227
58	36	0	6
59	37	0	6.0827625303
60	34	0	5.8309518948
61	44	0	6.6332495807
62	28	0	5.2915026221
63	38	0	6.164414003
64	38	0	6.164414003
65	28	0	5.2915026221
66	35	0	5.9160797831
67	48	0	6.9282032303
68	37	0	6.0827625303
69	33	0	5.7445626465
70	35	0	5.9160797831
71	30	0	5.4772255751
72	38	0	6.164414003
73	34	0	5.8309518948
74	39	0	6.2449979984
75	44	0	6.6332495807
76	52	0	7.2111025509
77	44	0	6.6332495807
78	50	0	7.0710678119
79	45	0	6.7082039325
80	39	0	6.2449979984
81	58	0	7.6157731059
82	54	0	7.3484692283
83	51	0	7.1414284285
84	42	0	6.4807406984
85	48	0	6.9282032303
86	52	0	7.2111025509
87	51	0	7.1414284285
88	59	0	7.6811457479
89	61	0	7.8102496759
90	51	0	7.1414284285
91	55	0	7.4161984871
92	57	0	7.5498344353
93	55	0	7.4161984871
94	36	0	6
95	66	0	8.1240384046
96	82	0	9.0553851381
97	62	0	7.874007874
98	79	0	8.8881944173
99	72	0	8.4852813742
100	79	0	8.8881944173
101	68	0	8.2462112512
102	88	0	9.3808315196
103	76	0	8.7177978871
104	76	0	8.7177978871
105	98	0	9.8994949366
106	98	0	9.8994949366
107	95	0	9.7467943448
108	101	0	10.0498756211
109	117	0	10.8166538264
110	129	0	11.3578166916
111	110	0	10.4880884817
112	143	0	11.9582607431
113	115	0	10.7238052948
114	147	0	12.124355653
115	147	0	12.124355653
116	126	0	11.2249721603
117	133	0	11.5325625947
118	148	0	12.1655250606
119	155	0	12.449899598
120	135	0	11.6189500386
121	149	0	12.2065556157
122	129	0	11.3578166916
123	133	0	11.5325625947
124	142	0	11.9163752878
125	132	0	11.4891252931
126	132	0	11.4891252931
127	139	0	11.7898261226
128	130	0	11.401754251
129	136	0	11.6619037897
130	142	0	11.9163752878
131	127	0	11.2694276696
132	114	0	10.677078252
133	118	0	10.8627804912
134	118	0	10.8627804912
135	141	0	11.874342087
136	120	0	10.9544511501
137	117	0	10.8166538264
138	118	0	10.8627804912
139	108	0	10.3923048454
140	114	0	10.677078252
141	114	0	10.677078252
142	117	0	10.8166538264
143	100	0	10
144	114	0	10.677078252
145	103	0	10.1488915651
146	106	0	10.295630141
147	98	0	9.8994949366
148	107	0	10.3440804328
149	114	0	10.677078252
150	84	0	9.1651513899
151	101	0	10.0498756211
152	104	0	10.1980390272
153	108	0	10.3923048454
