0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	9	0	3
14	12	0	3.4641016151
15	8	0	2.8284271247
16	8	0	2.8284271247
17	9	0	3
18	10	0	3.1622776602
19	9	0	3
20	17	0	4.1231056256
21	6	0	2.4494897428
22	7	0	2.6457513111
23	7	0	2.6457513111
24	9	0	3
25	4	0	2
26	8	0	2.8284271247
27	7	0	2.6457513111
28	6	0	2.4494897428
29	12	0	3.4641016151
30	6	0	2.4494897428
31	7	0	2.6457513111
32	11	0	3.3166247904
33	5	0	2.2360679775
34	3	0	1.7320508076
35	9	0	3
36	2	0	1.4142135624
37	8	0	2.8284271247
38	8	0	2.8284271247
39	8	0	2.8284271247
40	9	0	3
41	8	0	2.8284271247
42	9	0	3
43	12	0	3.4641016151
44	9	0	3
45	7	0	2.6457513111
46	13	0	3.6055512755
47	11	0	3.3166247904
48	15	0	3.8729833462
49	28	0	5.2915026221
50	14	0	3.7416573868
51	28	0	5.2915026221
52	27	0	5.1961524227
53	26	0	5.0990195136
54	32	0	5.6568542495
55	46	0	6.7823299831
56	44	0	6.6332495807
57	49	0	7
58	38	0	6.164414003
59	35	0	5.9160797831
60	31	0	5.5677643628
61	22	0	4.6904157598
62	29	0	5.3851648071
63	23	0	4.7958315233
64	30	0	5.4772255751
65	19	0	4.3588989435
66	12	0	3.4641016151
67	13	0	3.6055512755
68	16	0	4
69	11	0	3.3166247904
70	13	0	3.6055512755
71	12	0	3.4641016151
72	12	0	3.4641016151
73	10	0	3.1622776602
74	9	0	3
75	9	0	3
76	13	0	3.6055512755
77	8	0	2.8284271247
78	7	0	2.6457513111
79	14	0	3.7416573868
80	9	0	3
81	9	0	3
82	11	0	3.3166247904
83	11	0	3.3166247904
84	6	0	2.4494897428
85	4	0	2
86	8	0	2.8284271247
87	6	0	2.4494897428
88	13	0	3.6055512755
89	8	0	2.8284271247
90	12	0	3.4641016151
91	8	0	2.8284271247
92	12	0	3.4641016151
93	10	0	3.1622776602
94	7	0	2.6457513111
95	7	0	2.6457513111
96	9	0	3
97	7	0	2.6457513111
98	6	0	2.4494897428
99	12	0	3.4641016151
100	6	0	2.4494897428
101	11	0	3.3166247904
102	15	0	3.8729833462
103	14	0	3.7416573868
104	13	0	3.6055512755
105	13	0	3.6055512755
106	12	0	3.4641016151
107	5	0	2.2360679775
108	10	0	3.1622776602
109	9	0	3
110	15	0	3.8729833462
111	14	0	3.7416573868
112	11	0	3.3166247904
113	5	0	2.2360679775
114	13	0	3.6055512755
115	13	0	3.6055512755
116	10	0	3.1622776602
117	13	0	3.6055512755
118	11	0	3.3166247904
119	11	0	3.3166247904
120	13	0	3.6055512755
121	14	0	3.7416573868
122	15	0	3.8729833462
123	7	0	2.6457513111
124	18	0	4.2426406871
125	11	0	3.3166247904
126	10	0	3.1622776602
127	12	0	3.4641016151
128	9	0	3
129	13	0	3.6055512755
130	11	0	3.3166247904
131	17	0	4.1231056256
132	8	0	2.8284271247
133	8	0	2.8284271247
134	14	0	3.7416573868
135	12	0	3.4641016151
136	7	0	2.6457513111
137	8	0	2.8284271247
138	11	0	3.3166247904
139	15	0	3.8729833462
140	7	0	2.6457513111
141	9	0	3
142	8	0	2.8284271247
143	8	0	2.8284271247
144	10	0	3.1622776602
145	6	0	2.4494897428
146	13	0	3.6055512755
147	6	0	2.4494897428
148	12	0	3.4641016151
149	6	0	2.4494897428
150	14	0	3.7416573868
151	11	0	3.3166247904
152	7	0	2.6457513111
153	8	0	2.8284271247
154	7	0	2.6457513111
155	7	0	2.6457513111
156	11	0	3.3166247904
