0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	1	0	1
14	7	0	2.6457513111
15	13	0	3.6055512755
16	9	0	3
17	10	0	3.1622776602
18	7	0	2.6457513111
19	12	0	3.4641016151
20	17	0	4.1231056256
21	9	0	3
22	5	0	2.2360679775
23	6	0	2.4494897428
24	14	0	3.7416573868
25	7	0	2.6457513111
26	13	0	3.6055512755
27	10	0	3.1622776602
28	5	0	2.2360679775
29	13	0	3.6055512755
30	6	0	2.4494897428
31	5	0	2.2360679775
32	8	0	2.8284271247
33	7	0	2.6457513111
34	4	0	2
35	8	0	2.8284271247
36	7	0	2.6457513111
37	13	0	3.6055512755
38	7	0	2.6457513111
39	17	0	4.1231056256
40	11	0	3.3166247904
41	12	0	3.4641016151
42	13	0	3.6055512755
43	8	0	2.8284271247
44	11	0	3.3166247904
45	12	0	3.4641016151
46	12	0	3.4641016151
47	18	0	4.2426406871
48	13	0	3.6055512755
49	16	0	4
50	15	0	3.8729833462
51	26	0	5.0990195136
52	24	0	4.8989794856
53	31	0	5.5677643628
54	39	0	6.2449979984
55	24	0	4.8989794856
56	51	0	7.1414284285
57	35	0	5.9160797831
58	35	0	5.9160797831
59	48	0	6.9282032303
60	33	0	5.7445626465
61	25	0	5
62	27	0	5.1961524227
63	26	0	5.0990195136
64	17	0	4.1231056256
65	12	0	3.4641016151
66	12	0	3.4641016151
67	12	0	3.4641016151
68	12	0	3.4641016151
69	10	0	3.1622776602
70	9	0	3
71	16	0	4
72	14	0	3.7416573868
73	5	0	2.2360679775
74	10	0	3.1622776602
75	10	0	3.1622776602
76	8	0	2.8284271247
77	10	0	3.1622776602
78	8	0	2.8284271247
79	4	0	2
80	13	0	3.6055512755
81	4	0	2
82	14	0	3.7416573868
83	12	0	3.4641016151
84	12	0	3.4641016151
85	12	0	3.4641016151
86	11	0	3.3166247904
87	6	0	2.4494897428
88	7	0	2.6457513111
89	7	0	2.6457513111
90	14	0	3.7416573868
91	18	0	4.2426406871
92	8	0	2.8284271247
93	12	0	3.4641016151
94	6	0	2.4494897428
95	9	0	3
96	10	0	3.1622776602
97	13	0	3.6055512755
98	9	0	3
99	16	0	4
100	15	0	3.8729833462
101	12	0	3.4641016151
102	11	0	3.3166247904
103	11	0	3.3166247904
104	3	0	1.7320508076
105	15	0	3.8729833462
106	15	0	3.8729833462
107	10	0	3.1622776602
108	12	0	3.4641016151
109	14	0	3.7416573868
110	11	0	3.3166247904
111	16	0	4
112	7	0	2.6457513111
113	7	0	2.6457513111
114	14	0	3.7416573868
115	11	0	3.3166247904
116	13	0	3.6055512755
117	14	0	3.7416573868
118	12	0	3.4641016151
119	20	0	4.472135955
120	12	0	3.4641016151
121	13	0	3.6055512755
122	8	0	2.8284271247
123	14	0	3.7416573868
124	9	0	3
125	12	0	3.4641016151
126	16	0	4
127	16	0	4
128	17	0	4.1231056256
129	6	0	2.4494897428
130	5	0	2.2360679775
131	11	0	3.3166247904
132	13	0	3.6055512755
133	11	0	3.3166247904
134	11	0	3.3166247904
135	14	0	3.7416573868
136	9	0	3
137	22	0	4.6904157598
138	11	0	3.3166247904
139	10	0	3.1622776602
140	8	0	2.8284271247
141	10	0	3.1622776602
142	11	0	3.3166247904
143	11	0	3.3166247904
144	12	0	3.4641016151
145	10	0	3.1622776602
146	6	0	2.4494897428
147	12	0	3.4641016151
148	8	0	2.8284271247
149	11	0	3.3166247904
150	10	0	3.1622776602
151	11	0	3.3166247904
152	6	0	2.4494897428
153	10	0	3.1622776602
154	15	0	3.8729833462
155	7	0	2.6457513111
156	10	0	3.1622776602
