417	8	     0             2.8284271247
418	9	     0             3
419	7	     0             2.6457513111
420	6	     0             2.4494897428
421	10	     0             3.1622776602
422	9	     0             3
423	10	     0             3.1622776602
424	8	     0             2.8284271247
425	11	     0             3.3166247904
426	8	     0             2.8284271247
427	9	     0             3
428	6	     0             2.4494897428
429	6	     0             2.4494897428
430	9	     0             3
431	3	     0             1.7320508076
432	12	     0             3.4641016151
433	2	     0             1.4142135624
434	9	     0             3
435	4	     0             2
436	7	     0             2.6457513111
437	6	     0             2.4494897428
438	6	     0             2.4494897428
439	5	     0             2.2360679775
440	5	     0             2.2360679775
441	9	     0             3
442	1	     0             1
443	11	     0             3.3166247904
444	3	     0             1.7320508076
445	12	     0             3.4641016151
446	8	     0             2.8284271247
447	9	     0             3
448	5	     0             2.2360679775
449	10	     0             3.1622776602
450	6	     0             2.4494897428
451	5	     0             2.2360679775
452	12	     0             3.4641016151
453	8	     0             2.8284271247
454	6	     0             2.4494897428
455	7	     0             2.6457513111
456	6	     0             2.4494897428
457	7	     0             2.6457513111
458	6	     0             2.4494897428
459	9	     0             3
460	6	     0             2.4494897428
461	7	     0             2.6457513111
462	3	     0             1.7320508076
463	11	     0             3.3166247904
464	9	     0             3
465	10	     0             3.1622776602
466	10	     0             3.1622776602
467	11	     0             3.3166247904
468	4	     0             2
469	8	     0             2.8284271247
470	8	     0             2.8284271247
471	6	     0             2.4494897428
472	3	     0             1.7320508076
473	2	     0             1.4142135624
474	8	     0             2.8284271247
475	6	     0             2.4494897428
476	8	     0             2.8284271247
477	9	     0             3
478	6	     0             2.4494897428
479	5	     0             2.2360679775
480	12	     0             3.4641016151
481	10	     0             3.1622776602
482	5	     0             2.2360679775
483	14	     0             3.7416573868
484	8	     0             2.8284271247
485	6	     0             2.4494897428
486	8	     0             2.8284271247
487	6	     0             2.4494897428
488	7	     0             2.6457513111
489	12	     0             3.4641016151
490	7	     0             2.6457513111
491	8	     0             2.8284271247
492	8	     0             2.8284271247
493	5	     0             2.2360679775
494	7	     0             2.6457513111
495	3	     0             1.7320508076
496	10	     0             3.1622776602
497	6	     0             2.4494897428
498	8	     0             2.8284271247
499	9	     0             3
500	6	     0             2.4494897428
501	5	     0             2.2360679775
502	13	     0             3.6055512755
503	9	     0             3
504	12	     0             3.4641016151
505	7	     0             2.6457513111
506	8	     0             2.8284271247
507	10	     0             3.1622776602
508	9	     0             3
509	8	     0             2.8284271247
510	13	     0             3.6055512755
511	9	     0             3
512	4	     0             2
513	8	     0             2.8284271247
514	9	     0             3
515	6	     0             2.4494897428
516	10	     0             3.1622776602
517	5	     0             2.2360679775
518	6	     0             2.4494897428
519	6	     0             2.4494897428
520	4	     0             2
521	11	     0             3.3166247904
522	5	     0             2.2360679775
523	10	     0             3.1622776602
524	12	     0             3.4641016151
525	8	     0             2.8284271247
526	6	     0             2.4494897428
527	12	     0             3.4641016151
528	6	     0             2.4494897428
529	12	     0             3.4641016151
530	4	     0             2
531	9	     0             3
532	10	     0             3.1622776602
533	5	     0             2.2360679775
534	5	     0             2.2360679775
535	9	     0             3
536	8	     0             2.8284271247
537	2	     0             1.4142135624
538	11	     0             3.3166247904
539	10	     0             3.1622776602
540	6	     0             2.4494897428
541	9	     0             3
542	7	     0             2.6457513111
543	7	     0             2.6457513111
544	5	     0             2.2360679775
545	5	     0             2.2360679775
546	15	     0             3.8729833462
547	10	     0             3.1622776602
548	16	     0             4
549	14	     0             3.7416573868
550	5	     0             2.2360679775
551	2	     0             1.4142135624
552	16	     0             4
553	6	     0             2.4494897428
554	5	     0             2.2360679775
555	9	     0             3
556	5	     0             2.2360679775
557	5	     0             2.2360679775
558	7	     0             2.6457513111
559	9	     0             3
560	11	     0             3.3166247904
561	8	     0             2.8284271247
562	7	     0             2.6457513111
563	6	     0             2.4494897428
564	6	     0             2.4494897428
565	4	     0             2
566	6	     0             2.4494897428
567	9	     0             3
568	10	     0             3.1622776602
569	8	     0             2.8284271247
570	4	     0             2
571	5	     0             2.2360679775
572	6	     0             2.4494897428
573	5	     0             2.2360679775
574	6	     0             2.4494897428
575	7	     0             2.6457513111
576	8	     0             2.8284271247
577	12	     0             3.4641016151
578	9	     0             3
579	11	     0             3.3166247904
580	8	     0             2.8284271247
581	7	     0             2.6457513111
582	8	     0             2.8284271247
583	7	     0             2.6457513111
584	13	     0             3.6055512755
585	4	     0             2
586	10	     0             3.1622776602
587	7	     0             2.6457513111
588	6	     0             2.4494897428
589	6	     0             2.4494897428
590	5	     0             2.2360679775
591	4	     0             2
592	17	     0             4.1231056256
593	7	     0             2.6457513111
594	9	     0             3
595	10	     0             3.1622776602
596	4	     0             2
597	8	     0             2.8284271247
598	10	     0             3.1622776602
599	7	     0             2.6457513111
600	3	     0             1.7320508076
601	8	     0             2.8284271247
602	7	     0             2.6457513111
603	9	     0             3
604	5	     0             2.2360679775
605	9	     0             3
606	7	     0             2.6457513111
607	2	     0             1.4142135624
608	8	     0             2.8284271247
609	1	     0             1
610	7	     0             2.6457513111
611	5	     0             2.2360679775
612	6	     0             2.4494897428
613	4	     0             2
614	10	     0             3.1622776602
615	10	     0             3.1622776602
616	7	     0             2.6457513111
617	3	     0             1.7320508076
618	5	     0             2.2360679775
619	6	     0             2.4494897428
620	7	     0             2.6457513111
621	5	     0             2.2360679775
622	4	     0             2
623	6	     0             2.4494897428
624	5	     0             2.2360679775
625	5	     0             2.2360679775
626	8	     0             2.8284271247
627	11	     0             3.3166247904
628	5	     0             2.2360679775
629	5	     0             2.2360679775
630	5	     0             2.2360679775
631	7	     0             2.6457513111
632	7	     0             2.6457513111
633	3	     0             1.7320508076
634	3	     0             1.7320508076
635	5	     0             2.2360679775
636	8	     0             2.8284271247
637	9	     0             3
638	6	     0             2.4494897428
639	2	     0             1.4142135624
640	5	     0             2.2360679775
641	6	     0             2.4494897428
642	3	     0             1.7320508076
643	6	     0             2.4494897428
644	7	     0             2.6457513111
645	3	     0             1.7320508076
646	3	     0             1.7320508076
647	10	     0             3.1622776602
648	6	     0             2.4494897428
649	8	     0             2.8284271247
650	4	     0             2
651	5	     0             2.2360679775
652	4	     0             2
653	5	     0             2.2360679775
654	6	     0             2.4494897428
655	6	     0             2.4494897428
656	8	     0             2.8284271247
657	3	     0             1.7320508076
658	7	     0             2.6457513111
659	5	     0             2.2360679775
660	4	     0             2
661	6	     0             2.4494897428
662	1	     0             1
663	2	     0             1.4142135624
664	6	     0             2.4494897428
665	2	     0             1.4142135624
666	7	     0             2.6457513111
667	5	     0             2.2360679775
668	5	     0             2.2360679775
669	2	     0             1.4142135624
670	2	     0             1.4142135624
671	5	     0             2.2360679775
672	3	     0             1.7320508076
673	1	     0             1
674	3	     0             1.7320508076
675	0	     0             0
676	2	     0             1.4142135624
677	4	     0             2
678	2	     0             1.4142135624
679	2	     0             1.4142135624
680	3	     0             1.7320508076
681	4	     0             2
682	2	     0             1.4142135624
683	3	     0             1.7320508076
684	2	     0             1.4142135624
685	0	     0             0
686	3	     0             1.7320508076
687	5	     0             2.2360679775
688	4	     0             2
689	5	     0             2.2360679775
690	3	     0             1.7320508076
691	2	     0             1.4142135624
692	4	     0             2
693	3	     0             1.7320508076
694	3	     0             1.7320508076
695	3	     0             1.7320508076
696	3	     0             1.7320508076
697	1	     0             1
698	3	     0             1.7320508076
699	5	     0             2.2360679775
700	3	     0             1.7320508076
701	3	     0             1.7320508076
702	4	     0             2
703	4	     0             2
704	4	     0             2
705	4	     0             2
706	7	     0             2.6457513111
707	4	     0             2
708	5	     0             2.2360679775
709	3	     0             1.7320508076
710	2	     0             1.4142135624
711	4	     0             2
712	2	     0             1.4142135624
713	3	     0             1.7320508076
714	2	     0             1.4142135624
715	5	     0             2.2360679775
716	4	     0             2
717	2	     0             1.4142135624
718	1	     0             1
719	1	     0             1
720	4	     0             2
721	4	     0             2
722	0	     0             0
723	2	     0             1.4142135624
724	2	     0             1.4142135624
725	1	     0             1
726	2	     0             1.4142135624
727	1	     0             1
728	5	     0             2.2360679775
729	5	     0             2.2360679775
730	3	     0             1.7320508076
731	2	     0             1.4142135624
732	2	     0             1.4142135624
733	0	     0             0
734	2	     0             1.4142135624
735	1	     0             1
736	3	     0             1.7320508076
737	5	     0             2.2360679775
738	1	     0             1
739	5	     0             2.2360679775
740	1	     0             1
741	2	     0             1.4142135624
742	4	     0             2
743	3	     0             1.7320508076
744	4	     0             2
745	3	     0             1.7320508076
746	2	     0             1.4142135624
747	4	     0             2
748	3	     0             1.7320508076
749	4	     0             2
750	3	     0             1.7320508076
751	0	     0             0
752	1	     0             1
753	2	     0             1.4142135624
754	3	     0             1.7320508076
755	4	     0             2
756	2	     0             1.4142135624
757	5	     0             2.2360679775
758	4	     0             2
759	6	     0             2.4494897428
760	4	     0             2
761	1	     0             1
762	3	     0             1.7320508076
763	0	     0             0
764	2	     0             1.4142135624
765	5	     0             2.2360679775
766	3	     0             1.7320508076
767	4	     0             2
768	1	     0             1
769	2	     0             1.4142135624
770	2	     0             1.4142135624
771	5	     0             2.2360679775
772	0	     0             0
773	2	     0             1.4142135624
774	3	     0             1.7320508076
775	3	     0             1.7320508076
776	1	     0             1
777	4	     0             2
778	1	     0             1
779	8	     0             2.8284271247
780	4	     0             2
781	3	     0             1.7320508076
782	4	     0             2
783	3	     0             1.7320508076
784	2	     0             1.4142135624
785	6	     0             2.4494897428
786	6	     0             2.4494897428
787	1	     0             1
788	3	     0             1.7320508076
789	7	     0             2.6457513111
790	2	     0             1.4142135624
791	2	     0             1.4142135624
792	8	     0             2.8284271247
793	4	     0             2
794	2	     0             1.4142135624
795	4	     0             2
796	2	     0             1.4142135624
797	4	     0             2
798	5	     0             2.2360679775
799	5	     0             2.2360679775
800	5	     0             2.2360679775
801	1	     0             1
802	4	     0             2
803	1	     0             1
804	5	     0             2.2360679775
805	4	     0             2
806	8	     0             2.8284271247
807	4	     0             2
808	4	     0             2
809	7	     0             2.6457513111
810	2	     0             1.4142135624
811	6	     0             2.4494897428
812	3	     0             1.7320508076
813	4	     0             2
814	6	     0             2.4494897428
815	7	     0             2.6457513111
816	9	     0             3
817	5	     0             2.2360679775
818	5	     0             2.2360679775
819	6	     0             2.4494897428
820	2	     0             1.4142135624
821	9	     0             3
822	4	     0             2
823	3	     0             1.7320508076
824	4	     0             2
825	6	     0             2.4494897428
826	10	     0             3.1622776602
827	9	     0             3
828	8	     0             2.8284271247
829	10	     0             3.1622776602
830	4	     0             2
831	15	     0             3.8729833462
832	9	     0             3
833	7	     0             2.6457513111
834	13	     0             3.6055512755
835	8	     0             2.8284271247
836	12	     0             3.4641016151
837	14	     0             3.7416573868
838	9	     0             3
839	9	     0             3
840	8	     0             2.8284271247
841	10	     0             3.1622776602
842	9	     0             3
843	20	     0             4.472135955
844	16	     0             4
845	9	     0             3
846	12	     0             3.4641016151
847	18	     0             4.2426406871
848	17	     0             4.1231056256
849	17	     0             4.1231056256
850	12	     0             3.4641016151
851	14	     0             3.7416573868
852	15	     0             3.8729833462
853	24	     0             4.8989794856
854	21	     0             4.582575695
855	22	     0             4.6904157598
856	24	     0             4.8989794856
857	25	     0             5
858	23	     0             4.7958315233
859	15	     0             3.8729833462
860	13	     0             3.6055512755
861	26	     0             5.0990195136
862	23	     0             4.7958315233
863	20	     0             4.472135955
864	25	     0             5
865	21	     0             4.582575695
866	30	     0             5.4772255751
867	23	     0             4.7958315233
868	25	     0             5
869	32	     0             5.6568542495
870	30	     0             5.4772255751
871	42	     0             6.4807406984
872	45	     0             6.7082039325
873	26	     0             5.0990195136
874	32	     0             5.6568542495
875	32	     0             5.6568542495
876	34	     0             5.8309518948
877	40	     0             6.3245553203
878	50	     0             7.0710678119
879	49	     0             7
880	38	     0             6.164414003
881	35	     0             5.9160797831
882	34	     0             5.8309518948
883	35	     0             5.9160797831
884	35	     0             5.9160797831
885	38	     0             6.164414003
886	39	     0             6.2449979984
887	34	     0             5.8309518948
888	40	     0             6.3245553203
889	51	     0             7.1414284285
890	51	     0             7.1414284285
891	32	     0             5.6568542495
892	38	     0             6.164414003
893	40	     0             6.3245553203
894	55	     0             7.4161984871
895	50	     0             7.0710678119
896	47	     0             6.8556546004
897	34	     0             5.8309518948
898	48	     0             6.9282032303
899	39	     0             6.2449979984
900	59	     0             7.6811457479
901	39	     0             6.2449979984
902	36	     0             6
903	36	     0             6
904	43	     0             6.5574385243
905	43	     0             6.5574385243
906	47	     0             6.8556546004
907	33	     0             5.7445626465
908	40	     0             6.3245553203
909	51	     0             7.1414284285
910	41	     0             6.4031242374
911	42	     0             6.4807406984
912	47	     0             6.8556546004
913	43	     0             6.5574385243
914	41	     0             6.4031242374
915	50	     0             7.0710678119
916	40	     0             6.3245553203
917	35	     0             5.9160797831
918	33	     0             5.7445626465
919	39	     0             6.2449979984
920	43	     0             6.5574385243
921	36	     0             6
922	23	     0             4.7958315233
923	41	     0             6.4031242374
924	39	     0             6.2449979984
925	28	     0             5.2915026221
926	29	     0             5.3851648071
927	33	     0             5.7445626465
928	27	     0             5.1961524227
929	29	     0             5.3851648071
930	42	     0             6.4807406984
931	28	     0             5.2915026221
932	33	     0             5.7445626465
933	30	     0             5.4772255751
934	29	     0             5.3851648071
935	30	     0             5.4772255751
936	18	     0             4.2426406871
937	31	     0             5.5677643628
938	19	     0             4.3588989435
939	25	     0             5
940	29	     0             5.3851648071
941	22	     0             4.6904157598
942	28	     0             5.2915026221
943	16	     0             4
944	29	     0             5.3851648071
945	15	     0             3.8729833462
946	16	     0             4
947	12	     0             3.4641016151
948	13	     0             3.6055512755
949	12	     0             3.4641016151
950	17	     0             4.1231056256
951	14	     0             3.7416573868
952	13	     0             3.6055512755
953	12	     0             3.4641016151
954	11	     0             3.3166247904
955	13	     0             3.6055512755
956	10	     0             3.1622776602
957	9	     0             3
958	6	     0             2.4494897428
959	12	     0             3.4641016151
960	4	     0             2
961	9	     0             3
962	8	     0             2.8284271247
963	8	     0             2.8284271247
964	6	     0             2.4494897428
965	7	     0             2.6457513111
966	5	     0             2.2360679775
967	5	     0             2.2360679775
968	6	     0             2.4494897428
969	2	     0             1.4142135624
970	6	     0             2.4494897428
971	9	     0             3
972	9	     0             3
973	2	     0             1.4142135624
974	4	     0             2
975	5	     0             2.2360679775
976	1	     0             1
977	0	     0             0
978	6	     0             2.4494897428
979	5	     0             2.2360679775
980	4	     0             2
981	0	     0             0
982	2	     0             1.4142135624
983	3	     0             1.7320508076
984	3	     0             1.7320508076
985	1	     0             1
986	0	     0             0
987	4	     0             2
988	1	     0             1
989	4	     0             2
990	3	     0             1.7320508076
991	0	     0             0
992	0	     0             0
993	1	     0             1
994	0	     0             0
995	2	     0             1.4142135624
996	2	     0             1.4142135624
997	1	     0             1
998	2	     0             1.4142135624
999	0	     0             0
1000	1	     0             1
1001	0	     0             0
1002	0	     0             0
1003	0	     0             0
1004	0	     0             0
1005	0	     0             0
1006	0	     0             0
1007	1	     0             1
1008	1	     0             1
1009	0	     0             0
1010	0	     0             0
1011	0	     0             0
1012	0	     0             0
1013	1	     0             1
1014	0	     0             0
1015	0	     0             0
1016	0	     0             0
1017	0	     0             0
1018	0	     0             0
1019	0	     0             0
1020	0	     0             0
1021	0	     0             0
1022	0	     0             0
1023	0	     0             0
