0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	3	0	1.7320508076
14	5	0	2.2360679775
15	4	0	2
16	6	0	2.4494897428
17	5	0	2.2360679775
18	7	0	2.6457513111
19	3	0	1.7320508076
20	3	0	1.7320508076
21	4	0	2
22	3	0	1.7320508076
23	2	0	1.4142135624
24	7	0	2.6457513111
25	4	0	2
26	5	0	2.2360679775
27	2	0	1.4142135624
28	2	0	1.4142135624
29	3	0	1.7320508076
30	7	0	2.6457513111
31	3	0	1.7320508076
32	4	0	2
33	6	0	2.4494897428
34	6	0	2.4494897428
35	5	0	2.2360679775
36	4	0	2
37	4	0	2
38	2	0	1.4142135624
39	2	0	1.4142135624
40	5	0	2.2360679775
41	6	0	2.4494897428
42	4	0	2
43	4	0	2
44	5	0	2.2360679775
45	2	0	1.4142135624
46	7	0	2.6457513111
47	8	0	2.8284271247
48	6	0	2.4494897428
49	8	0	2.8284271247
50	7	0	2.6457513111
51	11	0	3.3166247904
52	16	0	4
53	9	0	3
54	18	0	4.2426406871
55	14	0	3.7416573868
56	13	0	3.6055512755
57	15	0	3.8729833462
58	12	0	3.4641016151
59	7	0	2.6457513111
60	15	0	3.8729833462
61	9	0	3
62	14	0	3.7416573868
63	7	0	2.6457513111
64	12	0	3.4641016151
65	9	0	3
66	8	0	2.8284271247
67	3	0	1.7320508076
68	5	0	2.2360679775
69	7	0	2.6457513111
70	5	0	2.2360679775
71	3	0	1.7320508076
72	3	0	1.7320508076
73	2	0	1.4142135624
74	4	0	2
75	1	0	1
76	6	0	2.4494897428
77	4	0	2
78	4	0	2
79	5	0	2.2360679775
80	5	0	2.2360679775
81	6	0	2.4494897428
82	7	0	2.6457513111
83	4	0	2
84	2	0	1.4142135624
85	4	0	2
86	3	0	1.7320508076
87	5	0	2.2360679775
88	4	0	2
89	4	0	2
90	3	0	1.7320508076
91	5	0	2.2360679775
92	5	0	2.2360679775
93	5	0	2.2360679775
94	10	0	3.1622776602
95	4	0	2
96	4	0	2
97	6	0	2.4494897428
98	1	0	1
99	3	0	1.7320508076
100	4	0	2
101	6	0	2.4494897428
102	7	0	2.6457513111
103	8	0	2.8284271247
104	7	0	2.6457513111
105	3	0	1.7320508076
106	4	0	2
107	4	0	2
108	6	0	2.4494897428
109	10	0	3.1622776602
110	11	0	3.3166247904
111	4	0	2
112	10	0	3.1622776602
113	8	0	2.8284271247
114	9	0	3
115	9	0	3
116	4	0	2
117	7	0	2.6457513111
118	6	0	2.4494897428
119	7	0	2.6457513111
120	7	0	2.6457513111
121	5	0	2.2360679775
122	9	0	3
123	6	0	2.4494897428
124	11	0	3.3166247904
125	5	0	2.2360679775
126	7	0	2.6457513111
127	16	0	4
128	6	0	2.4494897428
129	7	0	2.6457513111
130	6	0	2.4494897428
131	3	0	1.7320508076
132	11	0	3.3166247904
133	11	0	3.3166247904
134	9	0	3
135	4	0	2
136	8	0	2.8284271247
137	3	0	1.7320508076
138	6	0	2.4494897428
139	8	0	2.8284271247
140	7	0	2.6457513111
141	5	0	2.2360679775
142	5	0	2.2360679775
143	5	0	2.2360679775
144	9	0	3
145	3	0	1.7320508076
146	1	0	1
147	7	0	2.6457513111
148	5	0	2.2360679775
149	10	0	3.1622776602
150	7	0	2.6457513111
151	5	0	2.2360679775
152	5	0	2.2360679775
153	4	0	2
154	10	0	3.1622776602
155	11	0	3.3166247904
156	5	0	2.2360679775
157	5	0	2.2360679775
158	4	0	2
159	9	0	3
160	8	0	2.8284271247
161	7	0	2.6457513111
162	9	0	3
163	5	0	2.2360679775
164	11	0	3.3166247904
